OrganisationID,OrganisationCode,OrganisationType,SubType,Sector,OrganisationStatus,IsPimsManaged,OrganisationName,Address1,Address2,Address3,City,County,Postcode,Latitude,Longitude,ParentODSCode,ParentName
75984,RYG12,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Pembleton Unit,The Manor Site,Manor Court Avenue,,Nuneaton,Warwickshire,CV11 5HX,52.52698898,-1.477693915,RYG,Coventry and Warwickshire Partnership NHS Trust
76230,RKEAN,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,St. Ann's Hospital,St. Ann's Road,,,London,Greater London,N15 3TH,51.58066177,-9.22E-02,RKE,The Whittington Hospital NHS Trust
76998,R1AAN,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Tenbury Community Hospital,Worcester Road,Burford,,Tenbury Wells,Worcestershire,WR15 8AP,52.3154068,-2.589536905,R1A,Worcestershire Health and Care NHS Trust
77051,R1E56,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Haywood Hospital,High Lane,Burslem,,Stoke-On-Trent,Staffordshire,ST6 7AG,53.05632782,-2.190977812,R1E,Staffordshire and Stoke On Trent Partnership NHS Trust
77807,RW11F,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Odiham Cottage Hospital,Buryfields,Odiham,,Hook,Hampshire,RG29 1NE,51.25172806,-0.939790428,RW1,Southern Health NHS Foundation Trust
77810,RW11J,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Fleet Community Hospital,Church Road,,,Fleet,Hampshire,GU51 4LZ,51.28755569,-0.848665714,RW1,Southern Health NHS Foundation Trust
78045,RMYMV,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,St Clements Hospital,Foxhall Road,,,Ipswich,Suffolk,IP3 8LS,52.0506134,1.192377806,RMY,Norfolk and Suffolk NHS Foundation Trust
78184,RWR34,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Mental Health Service (Lister Hospital),Mental Health Unit,Lister Hospital,Coreys Mill Lane,Stevenage,Hertfordshire,SG1 4AB,51.92461014,-0.212711543,RWR,Hertfordshire Partnership University NHS Foundation Trust
78486,NN801,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Spencer Private Hospitals  Margate,Spencer Private Hospitals,Queen Elizabeth The Queen Mother Hospital,Ramsgate Road,Margate,Kent,CT9 4BG,51.37719727,1.390478611,NN8,East Kent Medical Services Ltd
352756,R1J21,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,North Cotswold Hospital,,Stow Road,,Moreton-In-Marsh,Gloucestershire,GL56 0DS,51.98405838,-1.70563364,R1J,Gloucestershire Care Services NHS Trust
352919,RT5PG,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Market Harborough Hospital,58 Coventry Road,,,Market Harborough,Leicestershire,LE16 9DD,52.47730637,-0.927178442,RT5,Leicestershire Partnership NHS Trust
352920,RT5PH,Hospital,Hospital,NHS Sector,Visible,TRUE,Feilding Palmer Hospital,Gilmorton Road,,,Lutterworth,Leicestershire,LE17 4DZ,52.45808029,-1.19678092,RT5,Leicestershire Partnership NHS Trust
462443,NMJ05,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Cygnet Wing Blackheath,,80-82 Blackheath Hill,,London,,SE10 8AD,51.47226715,-1.11E-02,NMJ,Cygnet Health Care Limited
462444,NMJ06,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Cygnet Lodge Brighouse,,60 Rastrick Common,,Brighouse,West Yorkshire,HD6 3EL,53.69254303,-1.787464499,NMJ,Cygnet Health Care Limited
462451,NMJ13,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Cygnet Lodge Lewisham,,44 Lewisham Park,Lewisham,London,,SE13 6QZ,51.45201874,-1.28E-02,NMJ,Cygnet Health Care Limited
462452,NMJ14,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Cygnet Lodge Westlands,,74 Kenton Road,,Kenton,Middlesex,HA3 8AE,51.58078003,-0.31983307,NMJ,Cygnet Health Care Limited
462554,NMJ04,Hospital,Hospital,Independent Sector,Visible,TRUE,Cygnet Hospital Beckton,,23 Tunnan Leys,Beckton,London,,E6 6ZB,51.5137825,6.47E-02,NMJ,Cygnet Health Care Limited
462555,NMJ05,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Cygnet Wing Blackheath,,80-82 Blackheath Hill,,London,,SE10 8AD,51.47226715,-1.11E-02,NMJ,Cygnet Health Care Limited
462556,NMJ06,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Cygnet Lodge Brighouse,,60 Rastrick Common,,Brighouse,West Yorkshire,HD6 3EL,53.69254303,-1.787464499,NMJ,Cygnet Health Care Limited
462557,NMJ07,Hospital,Hospital,Independent Sector,Visible,TRUE,Cygnet Hospital Derby,,City Gate,London Road,Derby,Derbyshire,DE24 8WZ,52.90747452,-1.454991579,NMJ,Cygnet Health Care Limited
462558,NMJ08,Hospital,Hospital,Independent Sector,Visible,TRUE,Cygnet Hospital Ealing,,22 Corfton Road,,Ealing,,W5 2HT,51.52116776,-0.297120094,NMJ,Cygnet Health Care Limited
462559,NMJ09,Hospital,Hospital,Independent Sector,Visible,TRUE,Cygnet Hospital Harrogate,,23 Ripon Road,,Harrogate,North Yorkshire,HG1 2JL,53.99977875,-1.547755837,NMJ,Cygnet Health Care Limited
462560,NMJ10,Hospital,Hospital,Independent Sector,Visible,TRUE,Cygnet Hospital Harrow,,London Road,,Harrow on the Hill,Middlesex,HA1 3JL,51.5670929,-0.337969631,NMJ,Cygnet Health Care Limited
462561,NMJ11,Hospital,Hospital,Independent Sector,Visible,TRUE,Cygnet Hospital Stevenage,,Graveley Road,,Stevenage,,SG1 4YS,51.92826462,-0.215766251,NMJ,Cygnet Health Care Limited
462562,NMJ12,Hospital,Hospital,Independent Sector,Visible,TRUE,Cygnet Hospital Wyke,,Blankney Grange,Huddersfield Road  Wyke,Bradford,West Yorkshire,BD12 8LR,53.72849655,-1.774566889,NMJ,Cygnet Health Care Limited
462563,NMJ13,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Cygnet Lodge Lewisham,,44 Lewisham Park,Lewisham,London,,SE13 6QZ,51.45201874,-1.28E-02,NMJ,Cygnet Health Care Limited
462564,NMJ14,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Cygnet Lodge Westlands,,74 Kenton Road,,Kenton,Middlesex,HA3 8AE,51.58078003,-0.31983307,NMJ,Cygnet Health Care Limited
462680,NMV17,Hospital,Hospital,Independent Sector,Visible,TRUE,Partnerships in Care Llanarth Court Hospital,,Llanarth Raglan,Abergavenny,Monmouthshire,,NP15 2YD,51.78950882,-2.899198055,NMV,Partnerships In Care Ltd
462829,NV248,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,The Huntercombe Hospital - Norwich,Buxton,,,Norwich,Norfolk,NR10 5RH,52.7610321,1.281099677,NV2,The Huntercombe Group
570357,NEM13,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Chartwell Private Hospital,1629 London Road,,,Leigh-On-Sea,Essex,SS9 2SQ,51.54797745,0.637352109,NEM,Diagnostic Healthcare Ltd
570366,RXM02,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Hartington Unit,Hartington Unit,Chesterfield Royal Hospital,Calow,Chesterfield,Derbyshire,S44 5BL,53.23583603,-1.3960042,RXM,Derbyshire Healthcare NHS Foundation Trust
570716,RX3AB,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Mental health services at The Friarage Hospital  Northallerton,,,,Northallerton,,DL6 1JG,54.34262848,-1.430360794,RX3,Tees  Esk and Wear Valleys NHS Foundation Trust
570717,RX3AZ,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,The Briary Wing at Harrogate District Hospital,,,,Harrogate,,HG2 7SX,53.99380112,-1.517817736,RX3,Tees  Esk and Wear Valleys NHS Foundation Trust
750498,NQA64,Hospital,Hospital,NHS Sector,Visible,FALSE,Halstead Hospital,78 Hedingham Road,,,Halstead,Essex,CO9 2DL,51.94827271,0.637918472,NQA,Provide
750910,RYXC1,Hospital,Hospital,NHS Sector,Visible,TRUE,Sexual Health Clinic at Charing Cross Hospital,,Fulham Palace Road,,,,W6 8RF,51.48705292,-0.219920635,RYX,Central London Community Healthcare NHS Trust
864654,TAD16,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Airedale Centre for Mental Health,,Airedale General Hospital,,,,BD20 6TD,53.89801788,-1.962679625,TAD,Bradford District Care Trust
864773,RCBCA,Hospital,Hospital,NHS Sector,Visible,TRUE,Scarborough Hospital,,Woodlands Drive,,Scarborough,,YO12 6QL,54.28170776,-0.434691906,RCB,York Teaching Hospital NHS Foundation Trust
864774,RCBNH,Hospital,Hospital,NHS Sector,Visible,TRUE,Bridlington & District Hospital,,Bessingby Road,,Bridlington,,YO16 4QP,54.08644485,-0.215973333,RCB,York Teaching Hospital NHS Foundation Trust
978682,NW611,Hospital,Hospital,NHS Sector,Visible,FALSE,Wellington Hospital,Wellington South,Wellington Place,,London,Greater London,NW9 9LE,51.59117889,-0.277843714,NW6,Hca International
978692,RW504,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Scott Clinic,,Rainhill Road,,,,WA9 5BD,53.42554474,-2.762518883,RW4,Mersey Care NHS Trust
978693,RW505,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Broadoak Unit,Broadoak Unit,Thomas Drive,,Liverpool,,L14 3PJ,53.41066742,-2.897287607,RW4,Mersey Care NHS Trust
978694,RW506,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Windsor House,Windsor House,Upper Parliament Street,,Liverpool,,L8 7LF,53.39556885,-2.969381332,RW4,Mersey Care NHS Trust
978695,RW507,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Mossley Hill Hosptial,Mossley Hill Hospital,Park Avenue,,Liverpool,,L18 8BU,53.38020706,-2.928382158,RW4,Mersey Care NHS Trust
978699,RW511,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Rathbone Hospital,Rathbone Hospital,Mill Lane,,Liverpool,,L13 4AW,53.40758896,-2.915635347,RW4,Mersey Care NHS Trust
978700,RW512,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Stoddart House,Stoddart House,Lower Lane,,Liverpool,,L9 7AL,53.46792221,-2.935116291,RW4,Mersey Care NHS Trust
978701,RW513,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Boothroyd Unit,Boothroyd Unit,Scarisbrick New Road,,Southport,,PR8 6PH,53.63322449,-2.979162693,RW4,Mersey Care NHS Trust
978723,RY922,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Teddington Memorial Hospital,Teddington Memorial Hospital,Hampton Road,,Teddington,Middlesex,TW11 0JL,51.42611694,-0.340888619,RY9,Hounslow and Richmond Community Healthcare NHS Trust
979371,RQY10,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Richmond Royal Hospital ,,Kew Foot Road ,,,,TW9 2TE,51.46671295,-0.300415009,RQY,South West London and St George's Mental Health NHS Trust
979693,RATKG,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Foxglove Ward  King George Hospital,,Barley Lane,,,,IG3 8YB,51.58095551,0.110668167,RAT,North East London NHS Foundation Trust
1094700,NTN41,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Priory Hospital Keighley,2 Burley Court,Steeton,,Keighley,West Yorkshire,BD20 6TU,53.89577866,-1.95341444,NTN,Priory Group Limited
1094717,NTN42,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Priory Hospital Market Weighton,27 Holme Road,Market Weighton,East Riding of Yorkshire,York,North Yorkshire,YO43 3EQ,53.86423874,-0.670670867,NTN,Priory Group Limited
1094732,NTN39,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Dewsbury,,York Road,Earlsheaton,Dewsbury,,WF12 7LB,53.69371033,-1.614253283,NTN,Priory Group Limited
1094870,NV215,Hospital,Hospital,Independent Sector,Visible,TRUE,Beech House Hospital,,Fordham Road,,,,CB8 7LF,52.2728157,0.391474247,NV2,The Huntercombe Group
1094960,NTN49,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Church Village,,Church Road,Tonteg,Nr Ponytypridd,,CF38 1HE,51.57263947,-3.316994905,NTN,Priory Group Limited
1094962,NTN52,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Aberdare,,Farm Road,Aberaman,Aberdare,,CF44 6LJ,51.69664764,-3.421010733,NTN,Priory Group Limited
1095149,NTN51,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Cefn Carnau ,,Cefn Carnau Lane,Thornhill,Caerphilly,,CF83 1LX,51.55693054,-3.210085154,NTN,Priory Group Limited
1095154,RW1AC,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Parklands Hospital,,Aldermaston Road,,,,RG24 9RH,51.28277969,-1.112730026,RW1,Southern Health NHS Foundation Trust
1095163,RGDT3,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Bootham Park Hospital,,Bootham Park Hospital,,York,Yorkshire,YO30 7BY,53.9680748,-1.085584641,RGD,Leeds and York Partnership NHS Foundation Trust
1095168,RW178,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Fordingbridge Hospital,,Bartons Road,,Fordingbridge,,SP6 1JD,50.92808151,-1.793190479,RW1,Southern Health NHS Foundation Trust
1095179,RJZ30,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Princess Royal University Hospital,Farnborough Common,,,Orpington,Kent,BR6 8ND,51.36571503,5.96E-02,RJZ,King's College Hospital NHS Foundation Trust
1095186,NTN54,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Ty Gwyn Hall,,Llantilio Pertholey,Abergavenny,Gwent,,NP7 6NY,51.84199142,-3.004697323,NTN,Priory Group Limited
1095826,RV320,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,St Charles Hospital  Mental Health Unit,,Exmoor Street,,,,W10 6DZ,51.52243805,-0.217402473,RV3,Central and North West London NHS Foundation Trust
1095909,RT5PC,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Rutland  Memorial Hospital,,Cold Overton Road,,,,LE15 6NT,52.670784,-0.737510502,RT5,Leicestershire Partnership NHS Trust
1095910,RT5PD,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Loughborough Hospital,,Hospital Way,Loughborough,Leicestershire,,LE11 5JY,52.77317429,-1.225888968,RT5,Leicestershire Partnership NHS Trust
1095914,RY402,Hospital,Hospital,NHS Sector,Visible,TRUE,Potters Bar Community Hospital,,Barnet Road Potters Bar  Hertfordshire,,,,EN6 2RY,51.68718338,-0.177504808,RY4,Hertfordshire Community NHS Trust
1095944,R1J06,Hospital,Hospital,NHS Sector,Visible,TRUE,Cirencester Hospital,,Tetbury Road,,,,GL7 1UY,51.71212387,-1.9759413,R1J,Gloucestershire Care Services NHS Trust
1095945,R1J07,Hospital,Hospital,NHS Sector,Visible,TRUE,Vale Community Hospital,,Lister Road,,,,GL11 4BA,51.68775177,-2.353421688,R1J,Gloucestershire Care Services NHS Trust
1095946,R1J08,Hospital,Hospital,NHS Sector,Visible,TRUE,Tewkesbury Community Hospital,,Barton Road,Tewkesbury,Gloucestershire,,GL20 5QN,51.99226761,-2.153090239,R1J,Gloucestershire Care Services NHS Trust
1095947,R1J10,Hospital,Hospital,NHS Sector,Visible,TRUE,Dilke Memorial Hospital,,Speech House Road,,,,GL14 3HX,51.81121063,-2.519863367,R1J,Gloucestershire Care Services NHS Trust
1095948,R1J11,Hospital,Hospital,NHS Sector,Visible,TRUE,Lydney & District Hospital,,Grove Road,,Lydney,Gloucestershire,GL15 5JE,51.72732925,-2.536867857,R1J,Gloucestershire Care Services NHS Trust
1095949,R1J12,Hospital,Hospital,NHS Sector,Visible,TRUE,Fairford Hospital,,The Croft,,,,GL7 4BB,51.70809937,-1.778210163,R1J,Gloucestershire Care Services NHS Trust
1095950,R1J13,Hospital,Hospital,NHS Sector,Visible,TRUE,Stroud General Hospital,,Trinity Road,,,,GL5 2HY,51.74302673,-2.208107233,R1J,Gloucestershire Care Services NHS Trust
1169049,RWX8X,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,West Berkshire Community Hospital,,London Road ,Benham Hill,Thatcham,Berkshire,RG18 3AS,51.4061203,-1.29225719,RWX,Berkshire Healthcare NHS Foundation Trust
1169069,NYW04,Hospital,Hospital,Independent Sector,Visible,TRUE,Claremont Private Hospital,,401 Sandygate Road  Sheffield,,,,S10 5UB,53.37579346,-1.535148978,NYW,Aspen Healthcare Limited
1279531,NTT10,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,The Manor Hospital,Central Drive,Shirebrook,,Mansfield,Nottinghamshire,NG20 8BA,53.20150757,-1.218539834,NTT,Cambian Healthcare Limited
1279606,RDU25,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Heatherwood Hospital,London Road,,,Ascot,Berkshire,SL5 8AA,51.41016769,-0.68732357,RDU,Frimley Health NHS Foundation Trust
1279646,NTPH1,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Shepton Mallet NHS Treatment Centre,Shepton Mallet Treatment Centre,Old Wells Road,,Shepton Mallet,Somerset,BA4 4LP,51.1897316,-2.562862158,NTP,Care UK
1279647,NTPH2,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Emersons Green NHS Treatment Centre,The Brooms,Emersons Green,,Bristol,Avon,BS16 7FH,51.50333786,-2.484294653,NTP,Care UK
1279653,NTPH5,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Peninsula NHS Treatment Centre,20 Brest Road,Derriford,,Plymouth,Devon,PL6 5XP,50.41239166,-4.117659092,NTP,Care UK
1349252,RH5K6,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Bridgwater Community Hospital,Bridgwater Community Hospital,Bower Lane,,Bridgwater,Somerset,TA6 4GU,51.13797379,-2.971696138,RH5,Somerset Partnership NHS Foundation Trust
1349578,RAJ50,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,The Chelmsford Private Day Surgery Hospital,Fenton House,85-89 New London Road,,Chelmsford,Essex,CM2 0PP,51.73019028,0.471319884,RAJ,Southend University Hospital NHS Foundation Trust
1349603,RTK61,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Haslemere & District Hospital,,Church Lane,Haslemere,Surrey,,GU27 2BJ,51.09174728,-0.70823878,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust
1349731,NCNDC,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Dmc Community Dermatology Service - Swale CCG (Sheppey Community Hospital),Plover Road,Minster On Sea,,Sheerness,Kent,ME12 3LT,51.41556549,0.792912543,NCN,Dmc Healthcare
1349734,NCNDG,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Dmc Community Dermatology Service - Swale CCG (Sittingbourne Memorial Hospital),Bell Road,,,Sittingbourne,Kent,ME10 4XX,51.33462906,0.736802816,NCN,Dmc Healthcare
1521540,NX139,Hospital,Hospital,NHS Sector,Visible,TRUE,Orpington Hospital,,Sevenoaks Road,,,,BR6 9JU,51.36250305,9.52E-02,RJZ,King's College Hospital NHS Foundation Trust
1522064,NHM02,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Aldeburgh Community Hospital,Park Road,Park Road,,Aldeburgh,Suffolk,IP15 5ES,52.15213394,1.594641089,NHM,Suffolk Community Healthcare
1522065,NHM03,Hospital,Hospital,NHS Sector,Visible,TRUE,Bluebird Lodge,100 Mansbrook Boulevard,,,Ipswich,Suffolk,IP3 9GJ,52.0272522,1.198411107,NHM,Suffolk Community Healthcare
1634862,NL002,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Edith Shaw Hospital,5 Hugo Street,,,Leek,Staffordshire,ST13 5PE,53.10269165,-2.028173447,NL0,John Munroe Hospital
1634886,NHM05,Hospital,Hospital,Independent Sector,Visible,TRUE,Felixstowe Community Hospital,,Constable Road,,Felixstowe  Suffolk,,IP11 7HJ,51.96376419,1.35595417,NHM,Suffolk Community Healthcare
1708579,NV1T7,Hospital,Hospital,Independent Sector,Visible,TRUE,Braintree Community Hospital,Braintree Community Hospital,Chadwick Drive,,Braintree,Essex,CM7 2AL,51.87987137,0.540419936,NV1,Inhealth Group Limited
1819376,RWNV6,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Ongar War Memorial,Fyfield Road,,,Ongar,Essex,CM5 0AL,51.71693802,0.246292263,RWN,South Essex Partnership University NHS Foundation Trust
1819383,RRPG7,Hospital,Mental Health Hospital,Independent Sector,Visible,FALSE,St Andrews Court,1-4 River Front,Enfield Town,,Enfield,Middlesex,EN1 3SY,51.65277863,-7.88E-02,RRP,Barnet  Enfield and Haringey Mental Health NHS Trust
1819387,RN7ED,Hospital,Hospital,NHS Sector,Visible,TRUE,Erith and District Hospital,,Park Crescent,,Erith,Kent,DA8 3EE,51.47711182,0.166657731,RN7,Dartford and Gravesham NHS Trust
1819725,RF4PP,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Barking Hospital,Upney Lane,,,Barking,Essex,IG11 9LX,51.53887177,9.87E-02,RF4,Barking  Havering and Redbridge University Hospitals NHS Trust
1819831,RT5PA,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Melton Mowbray Hospital,,Thorpe Road,Melton Mowbray,Leicestershire,,LE13 1SJ,52.76593781,-0.877281189,RT5,Leicestershire Partnership NHS Trust
1819857,RWELC,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Coalville Community Hospital,Coalville Hospital,Broom Leys Road,,Coalville,Leicestershire,LE67 4DE,52.72293854,-1.349876404,RWE,University Hospitals Of Leicester NHS Trust
1819859,RWELH,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Hinckley & District Hosp,Mount Road,,,Hinckley,Leicestershire,LE10 1AG,52.54000473,-1.368283749,RWE,University Hospitals Of Leicester NHS Trust
1819864,RWELS,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,St Lukes Hospital,33 Leicester Road,,,Market Harborough,Leicestershire,LE16 7BN,52.48721313,-0.931090534,RWE,University Hospitals Of Leicester NHS Trust
2026442,RW15R,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Victoria Cottage Hospital,North Street,,,Emsworth,Hampshire,PO10 7DD,50.8481369,-0.937670588,RW1,Southern Health NHS Foundation Trust
2026812,RP629,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Moorfields At Sir Ludwig Guttmann Health And Wellbeing Centre,40 Liberty Bridge Road,East Village,Olympic Park,London,Greater London,E20 1AS,51.5481987,-6.11E-03,RP6,Moorfields Eye Hospital NHS Foundation Trust
2027168,RALC7,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Chase Farm Hospital,127 The Ridgeway,,,Enfield,Middlesex,EN2 8JL,51.66631317,-0.103624679,RAL,Royal Free London NHS Foundation Trust
2027169,RALC8,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,St Michael's Hospital,Gater Drive,,,Enfield,Middlesex,EN2 0JB,51.66191483,-8.37E-02,RAL,Royal Free London NHS Foundation Trust
2027176,RV9FH,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Humber Centre for Forensic Psychiatry,,Willerby Hill,,,,HU10 6ED,53.7702446,-0.44977659,RV9,Humber NHS Foundation Trust
2309133,RTP02,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Crawley Hospital,West Green Drive,,,Crawley,West Sussex,RH11 7DH,51.11660004,-0.197560221,RTP,Surrey and Sussex Healthcare NHS Trust
